Date,Open,High,Low,Close,Volume
2023-05-10,3.77,3.85,3.7,3.71,1615000.0
2023-05-11,3.8,3.8,3.7,3.72,929500.0
2023-05-12,3.77,3.83,3.7,3.72,1124500.0
2023-05-15,3.79,3.79,3.69,3.76,541000.0
2023-05-16,3.75,3.88,3.75,3.81,1582500.0
2023-05-17,3.85,3.85,3.75,3.77,356000.0
2023-05-18,3.8,3.85,3.72,3.73,393000.0
2023-05-19,3.84,3.86,3.69,3.78,1430000.0
2023-05-22,3.73,3.77,3.7,3.71,421500.0
2023-05-23,3.71,3.77,3.7,3.73,996000.0
2023-05-24,3.75,3.77,3.7,3.75,1092000.0
2023-05-25,3.75,3.82,3.71,3.73,959000.0
2023-05-26,3.73,3.75,3.65,3.68,426000.0
2023-05-29,3.72,3.75,3.66,3.67,407000.0
2023-05-30,3.66,3.7,3.65,3.69,870500.0
2023-05-31,3.74,3.74,3.61,3.62,830000.0
2023-06-01,3.7,3.71,3.59,3.65,329000.0
2023-06-02,3.65,3.8,3.64,3.7,1840500.0
2023-06-05,3.66,3.78,3.66,3.76,685000.0
2023-06-06,3.79,3.8,3.7,3.76,701500.0
2023-06-07,3.79,3.79,3.69,3.71,2256000.0
2023-06-08,3.73,3.73,3.6,3.64,1517500.0
2023-06-09,3.73,3.73,3.57,3.6,1224000.0
2023-06-12,3.56,3.73,3.55,3.6,8519000.0
2023-06-13,3.55,3.67,3.55,3.65,8166500.0
2023-06-14,3.58,3.68,3.58,3.6,795000.0
2023-06-15,3.54,3.64,3.54,3.58,281000.0
2023-06-16,3.6,3.6,3.51,3.57,564000.0
2023-06-19,3.64,3.64,3.42,3.45,977000.0
2023-06-20,3.35,3.45,3.35,3.38,1212500.0
2023-06-21,3.45,3.45,3.28,3.3,4434500.0
2023-06-22,3.39,3.39,3.22,3.3,3297500.0
2023-06-23,3.3,3.37,3.17,3.19,2647000.0
2023-06-26,3.29,3.45,3.26,3.43,940500.0
2023-06-27,3.43,3.61,3.32,3.47,2191500.0
2023-07-03,3.72,3.79,3.6,3.75,8151500.0
2023-07-04,3.75,3.77,3.62,3.65,2466000.0
2023-07-05,3.62,3.69,3.62,3.64,900000.0
2023-07-06,3.65,3.67,3.6,3.61,420000.0
2023-07-07,3.74,3.74,3.6,3.63,573000.0
2023-07-10,3.6,3.69,3.55,3.58,3670500.0
2023-07-11,3.6,3.65,3.56,3.6,3730000.0
2023-07-12,3.6,3.8,3.6,3.74,16254500.0
2023-07-13,3.75,3.86,3.74,3.79,11694500.0
2023-07-14,3.8,3.85,3.58,3.62,3441000.0
2023-07-17,3.63,4.35,3.57,4.27,49139000.0
2023-07-18,4.25,4.34,3.9,4.05,29935500.0
2023-07-19,4.07,4.18,3.93,3.97,5859000.0
2023-07-20,3.94,4.23,3.94,4.2,19500000.0
2023-07-21,4.28,4.41,4.15,4.26,17057500.0
2023-07-24,4.3,4.31,4.15,4.17,2733000.0
2023-07-25,4.1,4.21,4.1,4.13,3565500.0
2023-07-26,4.2,4.2,4.1,4.15,2894500.0
2023-07-27,4.19,4.32,4.15,4.19,7508000.0
2023-07-31,4.22,4.49,4.22,4.33,18254500.0
2023-08-01,4.35,4.61,4.29,4.56,22545000.0
2023-08-02,4.61,4.9,4.61,4.82,46991000.0
2023-08-03,4.85,4.9,4.52,4.56,11135500.0
2023-08-04,4.58,4.61,4.45,4.54,5100000.0
2023-08-07,4.46,4.73,4.36,4.4,3942500.0
2023-08-08,4.4,4.45,4.19,4.21,5495000.0
2023-08-09,4.21,4.31,4.18,4.21,2347000.0
2023-08-10,4.24,4.35,4.05,4.08,3632000.0
2023-08-11,4.18,4.3,4.07,4.27,10250500.0
2023-08-15,4.3,4.34,4.22,4.24,1369500.0
2023-08-16,4.25,4.3,4.07,4.15,2598000.0
2023-08-17,4.1,4.17,4.04,4.12,2311500.0
2023-08-18,4.16,4.19,4.04,4.06,1163000.0
2023-08-21,4.07,4.14,3.89,3.91,3208000.0
2023-08-22,4.0,4.0,3.8,3.92,2669000.0
2023-08-23,3.99,3.99,3.83,3.86,1651500.0
2023-08-24,3.83,4.05,3.83,3.97,1807000.0
2023-08-25,3.87,3.88,3.7,3.76,9941500.0
2023-08-28,3.75,3.83,3.7,3.72,3737000.0
2023-08-29,3.75,3.75,3.65,3.66,3769000.0
2023-08-30,3.66,3.77,3.55,3.57,2820000.0
2023-08-31,3.56,3.59,3.39,3.42,4880000.0
2023-09-01,3.49,3.57,3.39,3.45,2845500.0
2023-09-04,3.46,3.53,3.45,3.48,911500.0
2023-09-05,3.5,3.55,3.45,3.53,1133000.0
2023-09-06,3.53,3.74,3.49,3.64,2744500.0
2023-09-07,3.62,3.67,3.54,3.55,755000.0
2023-09-08,3.62,3.66,3.54,3.61,599000.0
2023-09-11,3.7,3.73,3.6,3.62,743105.0
2023-09-12,3.65,3.7,3.54,3.55,1017250.0
2023-09-13,3.6,3.62,3.53,3.55,566085.0
2023-09-14,3.69,3.69,3.57,3.61,1159529.0
2023-09-15,3.55,3.68,3.55,3.57,1002487.0
2023-09-18,3.56,3.66,3.51,3.64,991268.0
2023-09-19,3.65,3.69,3.6,3.62,845669.0
2023-09-20,3.68,3.69,3.6,3.63,819284.0
2023-09-21,3.64,3.76,3.63,3.71,2054886.0
2023-09-22,3.78,3.85,3.66,3.8,2032297.0
2023-09-25,3.8,3.99,3.78,3.94,3404560.0
2023-09-26,3.91,3.97,3.9,3.94,1806109.0
2023-09-27,3.93,4.09,3.93,4.06,6308530.0
2023-09-28,4.02,4.05,3.95,3.97,2163213.0
2023-10-02,4.02,4.02,3.9,3.95,1241812.0
2023-10-03,3.99,3.99,3.9,3.95,620434.0
2023-10-04,3.92,4.01,3.92,4.0,1976659.0
2023-10-05,4.0,4.04,3.96,4.0,2136592.0
2023-10-06,4.0,4.0,3.93,3.95,938850.0
2023-10-09,3.93,3.96,3.9,3.92,1793766.0
2023-10-10,3.96,4.0,3.92,3.95,1865544.0
2023-10-11,3.99,4.0,3.91,3.99,3039713.0
2023-10-12,3.99,4.02,3.92,3.94,1368047.0
2023-10-13,3.99,4.07,3.94,4.01,4394176.0
2023-10-16,4.01,4.12,3.98,4.09,4515568.0
2023-10-17,4.15,4.15,4.02,4.03,2761677.0
2023-10-18,4.05,4.09,4.0,4.01,902245.0
2023-10-19,4.0,4.05,3.98,4.03,2749007.0
2023-10-20,4.01,4.35,4.01,4.26,12806109.0
2023-10-23,4.27,4.35,4.15,4.17,3623240.0
2023-10-24,4.27,4.27,4.1,4.15,2051964.0
2023-10-25,4.19,4.55,4.12,4.36,22478548.0
2023-10-26,4.36,4.95,4.36,4.83,46166578.0
2023-10-27,4.85,4.9,4.55,4.62,17040457.0
2023-10-30,4.3,4.3,4.05,4.14,20348145.0
2023-10-31,4.22,4.27,4.18,4.21,7024622.0
2023-11-01,4.24,4.35,4.2,4.32,8710346.0
2023-11-02,4.32,4.37,4.24,4.25,3145740.0
2023-11-03,4.26,4.45,4.25,4.32,4603989.0
2023-11-06,4.37,4.44,4.33,4.41,2720562.0
2023-11-07,4.46,4.54,4.35,4.37,4587937.0
2023-11-08,4.37,4.4,4.27,4.37,4032355.0
2023-11-10,4.38,4.53,4.3,4.45,5549163.0
2023-11-13,4.45,4.55,4.44,4.46,3820262.0
2023-11-14,4.5,4.5,4.3,4.44,2789812.0
2023-11-15,4.45,4.45,4.32,4.36,5798539.0
2023-11-16,4.4,4.44,4.28,4.37,13726785.0
2023-11-17,4.43,4.45,4.31,4.34,6190549.0
2023-11-20,4.4,4.56,4.32,4.49,12369382.0
2023-11-21,4.51,4.84,4.48,4.69,30505048.0
2023-11-22,4.79,4.8,4.7,4.73,8665984.0
2023-11-23,4.71,4.9,4.69,4.85,11726042.0
2023-11-24,4.8,5.05,4.8,4.92,13552909.0
2023-11-27,5.0,5.12,4.92,5.04,13103901.0
2023-11-28,5.04,5.49,4.98,5.45,44327667.0
2023-11-29,5.61,5.97,5.56,5.61,50052966.0
2023-11-30,5.69,5.75,5.39,5.42,16209942.0
2023-12-01,5.21,5.41,5.21,5.34,9549412.0
2023-12-04,5.42,5.46,5.28,5.3,10402614.0
2023-12-05,5.31,5.4,5.28,5.36,8451891.0
2023-12-06,5.4,5.63,5.3,5.54,14036658.0
2023-12-07,5.6,5.68,5.4,5.43,28099179.0
2023-12-08,5.49,5.78,5.46,5.67,32876325.0
2023-12-11,5.7,5.8,5.6,5.63,16095264.0
2023-12-12,5.73,6.2,5.65,6.05,55376434.0
2023-12-13,6.18,6.7,6.02,6.29,106283289.0
2023-12-14,6.23,7.08,6.23,6.97,89773616.0
2023-12-15,7.19,7.65,7.04,7.52,112610953.0
2023-12-18,7.99,8.2,7.36,7.57,91711580.0
2023-12-19,7.55,7.55,6.57,6.72,118013188.0
2023-12-20,6.55,6.9,5.81,6.54,53704668.0
2023-12-21,6.6,7.0,6.51,6.95,32840152.0
2023-12-22,7.09,7.16,6.57,6.63,18932017.0
2023-12-26,6.59,6.6,5.63,5.72,41014387.0
2023-12-27,5.54,6.37,5.54,6.31,36146700.0
2023-12-28,6.39,6.64,6.32,6.39,22478844.0
2023-12-29,6.4,6.53,6.25,6.48,13593767.0
2024-01-01,6.48,6.99,6.48,6.94,32263113.0
2024-01-02,6.95,7.31,6.66,6.88,34951735.0
2024-01-03,6.89,7.18,6.81,6.97,29654166.0
2024-01-04,6.93,7.08,6.85,6.99,19261224.0
2024-01-05,7.01,7.19,6.6,6.92,28423802.0
2024-01-08,6.95,7.03,6.7,6.75,10728003.0
2024-01-09,6.99,6.99,6.4,6.53,16830685.0
2024-01-10,6.58,6.65,6.4,6.51,10299362.0
2024-01-11,6.48,6.69,6.48,6.62,6248487.0
2024-01-12,6.65,6.79,6.46,6.54,11128476.0
2024-01-15,6.58,6.68,6.46,6.48,10068627.0
2024-01-16,6.42,6.55,6.22,6.45,8838046.0
2024-01-17,6.36,6.5,6.32,6.4,6534948.0
2024-01-18,6.3,6.43,5.95,6.22,18468448.0
2024-01-19,6.22,6.39,6.2,6.27,3123509.0
2024-01-22,6.27,6.33,6.2,6.26,3684324.0
2024-01-23,6.27,6.46,6.22,6.44,3261417.0
2024-01-24,6.5,6.57,6.36,6.41,10471711.0
2024-01-25,6.42,6.5,6.27,6.3,7930191.0
2024-01-26,6.3,6.35,6.12,6.17,6924189.0
2024-01-29,6.2,6.25,6.01,6.03,5029530.0
2024-01-30,6.09,6.1,5.7,5.8,15921977.0
2024-01-31,5.8,6.26,5.72,6.2,20853316.0
2024-02-01,6.23,6.39,6.07,6.23,11856210.0
2024-02-02,6.2,6.39,6.19,6.22,4203295.0
2024-02-06,6.27,6.37,6.27,6.35,5861770.0
2024-02-07,6.41,6.48,6.29,6.41,5658230.0
2024-02-09,6.25,6.25,5.8,6.04,5904364.0
2024-02-12,6.0,6.17,5.8,6.08,11127312.0
2024-02-13,6.0,6.43,5.92,6.18,12529415.0
2024-02-14,6.34,6.42,6.26,6.37,8564843.0
2024-02-15,6.39,6.45,5.99,6.03,14408647.0
2024-02-16,6.01,6.06,5.84,5.88,11684920.0
2024-02-19,5.99,6.06,5.82,6.02,7445620.0
2024-02-20,6.1,6.75,5.86,6.27,117022297.0
2024-02-21,6.44,6.5,6.09,6.24,35437903.0
2024-02-22,6.29,6.29,6.16,6.2,7235137.0
2024-02-23,6.18,6.32,6.12,6.24,12235161.0
2024-02-26,6.24,6.33,6.22,6.25,5948354.0
2024-02-27,6.25,6.47,6.19,6.27,47571335.0
2024-02-28,6.28,6.38,6.24,6.27,8362283.0
2024-02-29,6.28,6.35,6.25,6.27,6121004.0
2024-03-01,6.31,6.36,6.23,6.32,8336479.0
2024-03-04,6.36,6.45,6.26,6.32,12040373.0
2024-03-05,6.38,6.38,6.18,6.2,8576025.0
2024-03-06,6.21,6.28,6.15,6.16,10161968.0
2024-03-07,6.2,6.25,6.09,6.15,11080427.0
2024-03-08,6.12,6.27,6.12,6.19,6160551.0
2024-03-11,6.13,6.38,6.13,6.22,9495698.0
2024-03-12,6.29,6.3,6.15,6.17,5020932.0
2024-03-13,6.2,6.27,5.97,6.02,18744663.0
2024-03-14,6.04,6.21,6.04,6.18,9734917.0
2024-03-15,6.2,6.27,6.13,6.22,9033178.0
2024-03-18,6.22,6.26,6.15,6.23,7545903.0
2024-03-19,6.19,6.23,6.05,6.14,17912724.0
2024-03-20,5.36,5.36,5.19,5.28,45010786.0
2024-03-21,5.4,5.62,5.35,5.44,29102209.0
2024-03-22,5.49,5.55,5.19,5.43,8281048.0
2024-03-25,5.47,5.5,5.28,5.39,3331395.0
2024-03-26,5.34,5.45,5.3,5.35,3425397.0
2024-03-27,5.35,5.5,5.2,5.36,6268578.0
2024-03-28,5.32,5.42,5.31,5.34,5000978.0
2024-03-29,5.4,5.4,5.31,5.34,3056257.0
2024-04-01,5.35,5.44,5.29,5.31,2340701.0
2024-04-02,5.35,5.35,5.19,5.24,5487193.0
2024-04-03,5.26,5.33,5.24,5.28,4565990.0
2024-04-04,5.3,5.44,5.29,5.35,8316403.0
2024-04-08,5.35,5.41,5.3,5.4,3207757.0
2024-04-09,5.36,5.53,5.36,5.47,8207555.0
2024-04-15,5.5,5.68,5.37,5.59,14072774.0
2024-04-16,5.72,5.77,5.65,5.67,11557018.0
2024-04-17,5.6,5.79,5.5,5.69,9423506.0
2024-04-18,5.7,5.77,5.56,5.59,11267977.0
2024-04-19,5.65,5.73,5.39,5.46,21408159.0
2024-04-22,5.53,5.65,5.38,5.44,20540084.0
2024-04-23,5.5,5.51,5.35,5.36,5611939.0
2024-04-24,5.44,5.48,5.25,5.3,11249579.0
2024-04-25,5.38,5.38,5.24,5.29,10396140.0
2024-04-26,5.31,5.5,5.25,5.27,13428775.0
2024-04-29,5.28,5.31,5.15,5.18,8563701.0
2024-04-30,5.38,5.38,5.06,5.1,7936919.0
2024-05-02,5.0,5.12,4.87,4.9,20168992.0
2024-05-03,4.95,5.07,4.94,5.01,6231873.0
2024-05-06,5.05,5.05,4.98,5.0,4848114.0
2024-05-07,5.11,5.11,4.97,4.99,3243941.0
2024-05-08,5.0,5.05,4.91,4.93,4340483.0
2024-05-09,4.98,5.08,4.94,5.01,5777825.0
2024-05-10,5.0,5.06,4.96,4.99,2937556.0
2024-05-13,5.0,5.11,4.97,5.05,6953515.0
2024-05-14,5.08,5.24,5.06,5.11,4422084.0
2024-05-15,5.17,5.17,5.06,5.13,3799100.0
2024-05-16,5.13,5.15,5.05,5.07,1718749.0
2024-05-17,5.1,5.22,5.0,5.16,5272771.0
2024-05-20,5.15,5.2,5.02,5.06,3419162.0
2024-05-21,5.06,5.08,4.99,5.0,3855589.0
2024-05-22,5.01,5.08,4.92,4.95,7828131.0
2024-05-23,5.0,5.0,4.92,4.98,5508421.0
2024-05-24,4.92,5.05,4.92,5.01,3906368.0
2024-05-27,5.02,5.08,4.86,4.91,8008934.0
2024-05-29,4.97,4.97,4.87,4.91,6466817.0
2024-05-30,4.99,4.99,4.87,4.91,2593579.0
2024-05-31,4.92,4.97,4.85,4.88,4778029.0
2024-06-03,4.94,4.97,4.88,4.92,1386929.0
2024-06-04,4.91,4.92,4.83,4.87,3295795.0
2024-06-05,4.92,4.92,4.83,4.84,1322065.0
2024-06-06,4.85,4.89,4.73,4.75,5353917.0
2024-06-07,4.75,4.8,4.59,4.69,10547974.0
2024-06-10,4.7,4.79,4.68,4.72,741139.0
2024-06-11,4.73,4.78,4.6,4.63,2354681.0
2024-06-12,4.61,4.68,4.59,4.64,1382998.0
2024-06-13,4.65,4.85,4.65,4.78,3532671.0
2024-06-14,4.85,4.85,4.71,4.83,1981190.0
2024-06-20,4.88,5.09,4.83,5.02,20657396.0
2024-06-21,5.06,5.14,4.92,4.97,7768926.0
2024-06-24,4.95,5.0,4.88,4.93,10443245.0
2024-06-25,4.96,4.96,4.82,4.84,2281918.0
2024-06-26,4.83,4.88,4.72,4.73,7351307.0
2024-06-27,4.73,4.78,4.72,4.73,3880923.0
2024-06-28,4.77,4.99,4.75,4.87,5797301.0
2024-07-01,4.93,4.93,4.84,4.87,1956302.0
2024-07-02,4.87,5.09,4.83,5.03,11064446.0
2024-07-03,5.06,5.44,5.06,5.4,31468760.0
2024-07-04,5.51,5.65,5.33,5.53,29276220.0
2024-07-05,5.66,5.77,5.5,5.7,34409587.0
2024-07-08,5.7,5.85,5.59,5.79,17587329.0
2024-07-09,5.85,6.1,5.71,5.93,43339979.0
2024-07-10,6.0,6.0,5.71,5.74,16102902.0
2024-07-11,5.71,5.83,5.61,5.69,7219643.0
2024-07-12,5.75,5.76,5.43,5.61,7095310.0
2024-07-15,5.69,5.75,5.52,5.63,7402428.0
2024-07-18,5.63,5.67,5.5,5.53,4229979.0
2024-07-19,5.5,5.56,5.35,5.38,3859518.0
2024-07-22,5.55,5.55,5.14,5.18,5385243.0
2024-07-23,5.21,5.39,5.15,5.25,3053493.0
2024-07-24,5.27,5.39,5.21,5.3,4074818.0
2024-07-25,5.34,5.37,5.15,5.18,3335884.0
2024-07-26,5.18,5.2,5.1,5.12,3799117.0
2024-07-29,5.2,5.2,5.12,5.15,1644574.0
2024-07-30,5.16,5.24,5.14,5.17,1277380.0
2024-07-31,5.21,5.21,5.07,5.11,1438500.0
2024-08-01,5.11,5.15,5.06,5.11,1619389.0
2024-08-02,5.1,5.18,5.07,5.11,2224366.0
2024-08-05,5.1,5.15,5.01,5.06,2843925.0
2024-08-06,5.16,5.16,5.0,5.01,3459201.0
2024-08-07,5.08,5.08,5.0,5.01,2975191.0
2024-08-08,5.03,5.06,4.97,5.01,2875842.0
